Name,Address,Zip/Postal Code,Country,Lat,Lng,Weight,Remarks,Icon Color,Icon Shape
BEATTY SECONDARY SCHOOL,1 TOA PAYOH NORTH,318990.0,Singapore,,,,,#c00,
BEDOK GREEN SECONDARY SCHOOL,360 BEDOK NORTH AVE 3,469722.0,Singapore,,,,,#c00,
WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD,738240.0,Singapore,,,,,#c00,
JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65,648348.0,Singapore,,,,,#c00,
EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34,529231.0,Singapore,,,,,#c00,
BISHAN PARK SECONDARY SCHOOL,2 SIN MING WALK,575565.0,Singapore,,,,,#c00,
ADMIRALTY SECONDARY SCHOOL,31 WOODLANDS CRESCENT,737916.0,Singapore,,,,,#c00,
AHMAD IBRAHIM SECONDARY SCHOOL,751 YISHUN AVENUE 7,768928.0,Singapore,,,,,#c00,
ANCHOR GREEN PRIMARY SCHOOL,31 Anchorvale Drive,544969.0,Singapore,,,,,#c00,
ANG MO KIO PRIMARY SCHOOL,20 ANG MO KIO AVENUE 3 ANG MO KIO PRIMARY SCHOOL,569920.0,Singapore,,,,,#c00,
ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD,227988.0,Singapore,,,,,#c00,
ANGSANA PRIMARY SCHOOL,3 Tampines Street 22,529366.0,Singapore,,,,,#c00,
BEDOK SOUTH SECONDARY SCHOOL,1 JALAN LANGGAR BEDOK,468585.0,Singapore,,,,,#c00,
BEDOK VIEW SECONDARY SCHOOL,6 BEDOK SOUTH AVENUE 3,469293.0,Singapore,,,,,#c00,
DUNMAN SECONDARY SCHOOL,21 TAMPINES STREET 45,529093.0,Singapore,,,,,#c00,
DAMAI PRIMARY SCHOOL,50 BEDOK RESERVOIR CRESCENT,479225.0,Singapore,,,,,#c00,
XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21,768611.0,Singapore,,,,,#c00,
ANGLICAN HIGH SCHOOL,600 UPPER CHANGI ROAD,487012.0,Singapore,,,,,#c00,
ANGLO-CHINESE SCHOOL (BARKER ROAD),60 BARKER ROAD,309919.0,Singapore,,,,,#c00,
ASSUMPTION PATHWAY SCHOOL,30 Cashew Road,679697.0,Singapore,,,,,#c00,
BALESTIER HILL SECONDARY SCHOOL,11 NOVENA RISE,307516.0,Singapore,,,,,#c00,
BEACON PRIMARY SCHOOL,36 Bukit Panjang Ring Road,679944.0,Singapore,,,,,#c00,
AHMAD IBRAHIM PRIMARY SCHOOL,10 YISHUN STREET 11,768643.0,Singapore,,,,,#c00,
BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65,648354.0,Singapore,,,,,#c00,
PING YI SECONDARY SCHOOL,61 CHAI CHEE STREET,468980.0,Singapore,,,,,#c00,
SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE,545090.0,Singapore,,,,,#c00,
RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE,545092.0,Singapore,,,,,#c00,
NORTHLIGHT SCHOOL,151 Towner Road,327830.0,Singapore,,,,,#c00,
JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD,618652.0,Singapore,,,,,#c00,
GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12,579807.0,Singapore,,,,,#c00,
EVERGREEN SECONDARY SCHOOL,11 WOODLANDS STREET 83,738489.0,Singapore,,,,,#c00,
EAST COAST PRIMARY SCHOOL,8 CHAI CHEE LANE,469031.0,Singapore,,,,,#c00,
CHRIST CHURCH SECONDARY SCHOOL,20 WOODLANDS DRIVE 17,737924.0,Singapore,,,,,#c00,
CANOSSA CONVENT PRIMARY SCHOOL,1 Sallim Road,387621.0,Singapore,,,,,#c00,
VICTORIA SCHOOL,2 SIGLAP LINK,448880.0,Singapore,,,,,#c00,
STAMFORD PRIMARY SCHOOL,1 VICTORIA LANE,198423.0,Singapore,,,,,#c00,
BENDEMEER PRIMARY SCHOOL,91 BENDEMEER ROAD,339948.0,Singapore,,,,,#c00,
ANDERSON PRIMARY SCHOOL,19 ANG MO KIO AVE 9 ANDERSON PRIMARY SCHOOL,569785.0,Singapore,,,,,#c00,
SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34,659322.0,Singapore,,,,,#c00,
ENDEAVOUR PRIMARY SCHOOL,10 Admiralty Link,757521.0,Singapore,,,,,#c00,
KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51,689333.0,Singapore,,,,,#c00,
SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE,757715.0,Singapore,,,,,#c00,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4,469701.0,Singapore,,,,,#c00,
YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD,618654.0,Singapore,,,,,#c00,
DE LA SALLE SCHOOL,11 Choa Chu Kang St 52,689285.0,Singapore,,,,,#c00,
FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD,139648.0,Singapore,,,,,#c00,
JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1,609790.0,Singapore,,,,,#c00,
LOYANG PRIMARY SCHOOL,3 PASIR RIS DRIVE 6,519419.0,Singapore,,,,,#c00,
NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3,556111.0,Singapore,,,,,#c00,
PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41,518934.0,Singapore,,,,,#c00,
PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3,659163.0,Singapore,,,,,#c00,
YUSOF ISHAK SECONDARY SCHOOL,11 BUKIT BATOK STREET 25,658712.0,Singapore,,,,,#c00,
SCHOOL OF THE ARTS,01 05 1 Zubir Said Drive Admin Office,227968.0,Singapore,,,,,#c00,
PUNGGOL GREEN PRIMARY SCHOOL,98 Punggol Walk,828772.0,Singapore,,,,,#c00,
PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1,519524.0,Singapore,,,,,#c00,
MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8,538786.0,Singapore,,,,,#c00,
BALESTIER HILL PRIMARY SCHOOL,565 BALESTIER ROAD,329927.0,Singapore,,,,,#c00,
WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL,738079.0,Singapore,,,,,#c00,
BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD,679676.0,Singapore,,,,,#c00,
CHONG BOON SECONDARY SCHOOL,2 ANG MO KIO STREET 44,569250.0,Singapore,,,,,#c00,
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82,528986.0,Singapore,,,,,#c00,
WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25,648350.0,Singapore,,,,,#c00,
ALEXANDRA PRIMARY SCHOOL,2A Prince Charles Crescent,159016.0,Singapore,,,,,#c00,
HOLY INNOCENTS' PRIMARY SCHOOL,5 LORONG LOW KOON Holy Innocents' Primary School,536451.0,Singapore,,,,,#c00,
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13,579793.0,Singapore,,,,,#c00,
NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6,768960.0,Singapore,,,,,#c00,
BOWEN SECONDARY SCHOOL,2 LORONG NAPIRI,547529.0,Singapore,,,,,#c00,
BUKIT TIMAH PRIMARY SCHOOL,111 Lorong Kismis Bukit Timah Primary School,598112.0,Singapore,,,,,#c00,
EAST VIEW PRIMARY SCHOOL,4 TAMPINES STREET 91,528907.0,Singapore,,,,,#c00,
JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91,649038.0,Singapore,,,,,#c00,
OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET,458436.0,Singapore,,,,,#c00,
SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1,739067.0,Singapore,,,,,#c00,
YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD,768679.0,Singapore,,,,,#c00,
SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8,529593.0,Singapore,,,,,#c00,
ANDERSON JUNIOR COLLEGE,4500 ANG MO KIO AVENUE 6,569843.0,Singapore,,,,,#c00,
PALM VIEW PRIMARY SCHOOL,150 Compassvale Bow,544822.0,Singapore,,,,,#c00,
JURONG PRIMARY SCHOOL,320 JURONG EAST Street 32,609476.0,Singapore,,,,,#c00,
DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD,436895.0,Singapore,,,,,#c00,
BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVE 2,469317.0,Singapore,,,,,#c00,
YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21,768610.0,Singapore,,,,,#c00,
ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL,556095.0,Singapore,,,,,#c00,
SHUQUN SECONDARY SCHOOL,450 JURONG EAST STREET 21,609604.0,Singapore,,,,,#c00,
SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW,534237.0,Singapore,,,,,#c00,
SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT,757704.0,Singapore,,,,,#c00,
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO,536741.0,Singapore,,,,,#c00,
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 Clementi Avenue 1,129957.0,Singapore,,,,,#c00,
NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK,545079.0,Singapore,,,,,#c00,
JUYING PRIMARY SCHOOL,31 JURONG WEST STREET 91,649037.0,Singapore,,,,,#c00,
GREENRIDGE SECONDARY SCHOOL,32 BUKIT PANJANG RING ROAD,679938.0,Singapore,,,,,#c00,
CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24,609561.0,Singapore,,,,,#c00,
CASUARINA PRIMARY SCHOOL,30 PASIR RIS ST 41,518935.0,Singapore,,,,,#c00,
YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG ST 64,689100.0,Singapore,,,,,#c00,
BUKIT BATOK SECONDARY SCHOOL,50 BUKIT BATOK WEST AVE 8,658962.0,Singapore,,,,,#c00,
BOON LAY GARDEN PRIMARY SCHOOL,20 BOON LAY DRIVE,649930.0,Singapore,,,,,#c00,
CHUNG CHENG HIGH SCHOOL (MAIN),50 GOODMAN ROAD,439012.0,Singapore,,,,,#c00,
EVERGREEN PRIMARY SCHOOL,31 WOODLANDS CIRCLE,738908.0,Singapore,,,,,#c00,
JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71,768515.0,Singapore,,,,,#c00,
JURONG WEST PRIMARY SCHOOL,30 JURONG WEST ST 61,648368.0,Singapore,,,,,#c00,
MACPHERSON PRIMARY SCHOOL,2 MATTAR ROAD,387724.0,Singapore,,,,,#c00,
NORTHOAKS PRIMARY SCHOOL,61 Sembawang Drive,757622.0,Singapore,,,,,#c00,
PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21,529400.0,Singapore,,,,,#c00,
RAFFLES GIRLS' SCHOOL (SECONDARY),20 ANDERSON ROAD,259978.0,Singapore,,,,,#c00,
ST. ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE,359337.0,Singapore,,,,,#c00,
BEDOK NORTH SECONDARY SCHOOL,20 JALAN DAMAI,419612.0,Singapore,,,,,#c00,
TANJONG KATONG GIRLS' SCHOOL,20 DUNMAN LANE,439272.0,Singapore,,,,,#c00,
JUNYUAN PRIMARY SCHOOL,2 Tampines Street 91,528906.0,Singapore,,,,,#c00,
TAMPINES SECONDARY SCHOOL,252 TAMPINES ST 12,529427.0,Singapore,,,,,#c00,
KONG HWA SCHOOL,350 GUILLEMARD ROAD,399772.0,Singapore,,,,,#c00,
CATHOLIC HIGH SCHOOL,9 BISHAN STREET 22,579767.0,Singapore,,,,,#c00,
